SampleID,Assay,NPX,pg/mL,Group
S24,ITGAM,10.50105,12591.94522,Diseased_sample
S24,MMP10,14.54201,2207.00989,Diseased_sample
S24,SNCAIP,1.70924,2.21568,Diseased_sample
S24,TREM2,15.00084,15743.2383,Diseased_sample
S24,Det Ctrl,0.11172,,Diseased_sample
S24,ITGB2,11.35028,56686.90436,Diseased_sample
S24,SMOC1,6.50833,2435.33475,Diseased_sample
S24,BACE1,6.16898,483.19331,Diseased_sample
S24,SCG2,7.62415,3514.04835,Diseased_sample
S24,BMP7,6.33712,5488.28506,Diseased_sample
S24,NPTX1,8.49052,9434.16637,Diseased_sample
S24,HLA-DRA,2.99617,518.66065,Diseased_sample
S24,EIF2AK2,11.5154,258902.7371,Diseased_sample
S24,LRRK2,1.27649,971.35914,Diseased_sample
S24,Ext Ctrl,0,,Diseased_sample
S24,SDC4,7.61029,8426.85932,Diseased_sample
S24,NEFL,4.10597,566.94862,Diseased_sample
S24,GDNF,2.1609,0.11065,Diseased_sample
S24,CLSTN3,4.72008,692.98701,Diseased_sample
S24,AGER,12.25223,1113.37412,Diseased_sample
S24,TP53,0.32748,0.02323,Diseased_sample
S24,Abeta40,8.46782,105.57134,Diseased_sample
S24,pTau217,2.59902,0.22507,Diseased_sample
S24,GFAP,4.12336,15.62791,Diseased_sample
S24,GLRX,9.48436,1387.76057,Diseased_sample
S24,WWOX,1.72819,3.45087,Diseased_sample
S24,RTN4R,4.57471,559.23434,Diseased_sample
S24,Abeta42,4.88021,53.25952,Diseased_sample
S24,NGF,1.15462,1.08274,Diseased_sample
S24,NLGN1,0.70397,16.53144,Diseased_sample
S24,NPTX2,8.89834,7615.05091,Diseased_sample
S24,MOG,9.15925,40.79668,Diseased_sample
S25,VSNL1,3.79492,41.77755,Diseased_sample
S25,OMG,6.64145,129.90167,Diseased_sample
S25,STX1B,3.91064,84.67268,Diseased_sample
S25,NPTXR,11.65269,1522.35546,Diseased_sample
S25,SYT1,3.72594,17.51608,Diseased_sample
S25,ENO2,9.26898,7044.19376,Diseased_sample
S25,Inc Ctrl,0.01299,,Diseased_sample
S25,TREM1,14.70038,361.73104,Diseased_sample
S25,S100B,1.28676,6.14361,Diseased_sample
S25,DDAH1,5.8274,340.41681,Diseased_sample
S25,KLK8,10.18854,3115.35394,Diseased_sample
S25,FOXO3,2.08932,14.65785,Diseased_sample
S25,DDC,12.51757,4234.77178,Diseased_sample
S25,ITGAM,9.58094,6174.69989,Diseased_sample
S25,MMP10,11.78943,322.73336,Diseased_sample
S25,SNCAIP,0.60408,0.35228,Diseased_sample
S25,TREM2,16.07967,33618.47996,Diseased_sample
S25,Det Ctrl,0.01837,,Diseased_sample
S25,ITGB2,10.87207,41851.36684,Diseased_sample
S25,SMOC1,7.22659,3563.66701,Diseased_sample
S25,BACE1,5.74469,367.32752,Diseased_sample
S25,SCG2,7.75901,3833.38993,Diseased_sample
S25,BMP7,6.9461,7908.63678,Diseased_sample
S25,NPTX1,8.15888,7719.72817,Diseased_sample
S25,HLA-DRA,3.20526,614.79996,Diseased_sample
S25,EIF2AK2,5.25188,5064.02936,Diseased_sample
S25,LRRK2,-1.07872,71.66336,Diseased_sample
S25,Ext Ctrl,0,,Diseased_sample
S25,SDC4,4.44441,1035.88604,Diseased_sample
S25,NEFL,5.08423,1060.31327,Diseased_sample
S25,GDNF,2.51447,0.16851,Diseased_sample
S25,CLSTN3,4.34861,561.76017,Diseased_sample
S25,AGER,13.46115,2585.1213,Diseased_sample
S25,TP53,2.98104,0.49685,Diseased_sample
S25,Abeta40,10.87007,297.85874,Diseased_sample
S25,pTau217,2.68383,0.24221,Diseased_sample
S25,GFAP,5.02878,31.62532,Diseased_sample
S25,GLRX,6.91611,244.7854,Diseased_sample
S25,WWOX,0.84035,0.90928,Diseased_sample
S25,RTN4R,5.42906,930.78065,Diseased_sample
S25,Abeta42,5.58686,73.52156,Diseased_sample
S25,NGF,1.85381,2.59196,Diseased_sample
S25,NLGN1,0.58311,12.5124,Diseased_sample
S25,NPTX2,9.95871,15167.21198,Diseased_sample
S25,MOG,9.41787,48.1306,Diseased_sample
S26,VSNL1,3.15465,25.95772,Diseased_sample
S26,OMG,7.71686,234.27633,Diseased_sample
S26,STX1B,4.34265,116.12707,Diseased_sample
S26,NPTXR,12.1007,2102.73785,Diseased_sample
S26,SYT1,4.13938,23.19987,Diseased_sample
S26,ENO2,12.47427,69481.47695,Diseased_sample
S26,Inc Ctrl,-0.10946,,Diseased_sample
S26,TREM1,14.00329,216.55396,Diseased_sample
S26,S100B,1.75413,10.84788,Diseased_sample
S26,DDAH1,6.3907,481.32303,Diseased_sample
S26,KLK8,9.3462,1750.54144,Diseased_sample
S26,FOXO3,4.41758,89.93306,Diseased_sample
S26,DDC,11.76206,2616.30255,Diseased_sample
S26,ITGAM,9.77138,7114.53721,Diseased_sample
S26,MMP10,12.7068,602.49472,Diseased_sample
S26,SNCAIP,1.17688,1.06708,Diseased_sample
S26,TREM2,15.59898,23871.6062,Diseased_sample
S26,Det Ctrl,0.02805,,Diseased_sample
S26,ITGB2,11.11016,48645.45118,Diseased_sample
S26,SMOC1,7.03739,3222.14036,Diseased_sample
S26,BACE1,6.17048,483.65821,Diseased_sample
S26,SCG2,8.6077,6754.29087,Diseased_sample
S26,BMP7,6.39145,5671.03898,Diseased_sample
S26,NPTX1,8.2651,8230.12249,Diseased_sample
S26,HLA-DRA,3.57255,821.62863,Diseased_sample
S26,EIF2AK2,9.86889,80082.39737,Diseased_sample
S26,LRRK2,-12.75581,,Diseased_sample
S26,Ext Ctrl,0,,Diseased_sample
S26,SDC4,7.23577,6600.84922,Diseased_sample
S26,NEFL,4.69892,834.37508,Diseased_sample
S26,GDNF,4.24444,0.85478,Diseased_sample
S26,CLSTN3,3.40974,324.36278,Diseased_sample
S26,AGER,13.53057,2716.67676,Diseased_sample
S26,TP53,4.1176,1.17418,Diseased_sample
S26,Abeta40,10.24514,227.69472,Diseased_sample
S26,pTau217,2.63965,0.23315,Diseased_sample
S26,GFAP,4.45391,20.37053,Diseased_sample
S26,GLRX,8.14566,540.39884,Diseased_sample
S26,WWOX,3.02711,12.46659,Diseased_sample
S26,RTN4R,4.83188,652.28844,Diseased_sample
S26,Abeta42,5.92935,85.47859,Diseased_sample
S26,NGF,1.90529,2.73831,Diseased_sample
S26,NLGN1,6.27267,2896.31085,Diseased_sample
S26,NPTX2,9.47622,11050.63193,Diseased_sample
S26,MOG,9.85713,63.87733,Diseased_sample
S27,VSNL1,1.99846,10.23075,Healthy_sample
S27,OMG,5.73107,77.57384,Healthy_sample
S27,STX1B,5.29105,221.4016,Healthy_sample
S27,NPTXR,11.10354,1035.50422,Healthy_sample
S27,SYT1,3.21985,12.14792,Healthy_sample
S27,ENO2,7.74832,2720.47499,Healthy_sample
S27,Inc Ctrl,-0.10437,,Healthy_sample
S27,TREM1,13.52065,152.88068,Healthy_sample
S27,S100B,1.32022,6.42256,Healthy_sample
S27,DDAH1,4.29689,126.31695,Healthy_sample
S27,KLK8,7.92375,702.77807,Healthy_sample
S27,FOXO3,0.71114,2.37771,Healthy_sample
S27,DDC,10.63873,1303.25592,Healthy_sample
S27,ITGAM,9.07509,4288.23251,Healthy_sample
S27,MMP10,10.25577,116.55099,Healthy_sample
S27,SNCAIP,3.01748,8.2945,Healthy_sample
S27,TREM2,16.05018,32912.54178,Healthy_sample
S27,Det Ctrl,0.05233,,Healthy_sample
S27,ITGB2,10.54839,34174.06152,Healthy_sample
S27,SMOC1,3.58212,498.92423,Healthy_sample
S27,BACE1,5.81053,383.4122,Healthy_sample
S27,SCG2,5.63797,1017.32142,Healthy_sample
S27,BMP7,3.17937,667.37831,Healthy_sample
S27,NPTX1,7.67926,5792.77607,Healthy_sample
S27,HLA-DRA,4.4759,1614.96269,Healthy_sample
S27,EIF2AK2,2.4763,696.87103,Healthy_sample
S27,LRRK2,-0.49224,174.7173,Healthy_sample
S27,Ext Ctrl,0,,Healthy_sample
S27,SDC4,7.63274,8551.4839,Healthy_sample
S27,NEFL,2.81625,219.01714,Healthy_sample
S27,GDNF,0.88776,0.00876,Healthy_sample
S27,CLSTN3,3.11117,270.24271,Healthy_sample
S27,AGER,13.44508,2555.64302,Healthy_sample
S27,TP53,1.71758,0.15872,Healthy_sample
S27,Abeta40,0.90831,0.60849,Healthy_sample
S27,pTau217,1.50294,0.07855,Healthy_sample
S27,GFAP,3.96659,13.73215,Healthy_sample
S27,GLRX,5.25933,87.20474,Healthy_sample
S27,WWOX,-0.15761,,Healthy_sample
S27,RTN4R,4.69978,602.78143,Healthy_sample
S27,Abeta42,-0.78606,,Healthy_sample
S27,NGF,-0.25414,,Healthy_sample
S27,NLGN1,4.0007,633.64304,Healthy_sample
S27,NPTX2,8.7417,6890.66894,Healthy_sample
S27,MOG,8.99175,36.67148,Healthy_sample
S28,VSNL1,3.45396,32.51129,Diseased_sample
S28,OMG,6.76716,139.28117,Diseased_sample
S28,STX1B,4.66649,145.7037,Diseased_sample
S28,NPTXR,11.92897,1856.02476,Diseased_sample
S28,SYT1,4.83549,36.25792,Diseased_sample
S28,ENO2,12.59962,77053.06907,Diseased_sample
S28,Inc Ctrl,-0.10639,,Diseased_sample
S28,TREM1,15.38932,608.86711,Diseased_sample
S28,S100B,1.12765,4.92524,Diseased_sample
S28,DDAH1,8.44949,1670.13745,Diseased_sample
S28,KLK8,10.08205,2890.51239,Diseased_sample
S28,FOXO3,4.33178,84.9368,Diseased_sample
S28,DDC,11.84336,2753.84499,Diseased_sample
S28,ITGAM,9.74921,6997.15331,Diseased_sample
S28,MMP10,12.04659,383.93284,Diseased_sample
S28,SNCAIP,1.03507,0.84661,Diseased_sample
S28,TREM2,17.32334,84725.56838,Diseased_sample
S28,Det Ctrl,0.02104,,Diseased_sample
S28,ITGB2,10.59888,35266.88126,Diseased_sample
S28,SMOC1,7.95229,5271.53563,Diseased_sample
S28,BACE1,6.37377,550.73474,Diseased_sample
S28,SCG2,8.49757,6261.70372,Diseased_sample
S28,BMP7,7.0103,8217.92177,Diseased_sample
S28,NPTX1,9.22924,14884.82904,Diseased_sample
S28,HLA-DRA,3.39265,713.75754,Diseased_sample
S28,EIF2AK2,7.81396,22813.51152,Diseased_sample
S28,LRRK2,-3.01115,,Diseased_sample
S28,Ext Ctrl,0,,Diseased_sample
S28,SDC4,7.21919,6530.02829,Diseased_sample
S28,NEFL,6.40179,2295.33468,Diseased_sample
S28,GDNF,2.60702,0.18674,Diseased_sample
S28,CLSTN3,4.66629,672.36402,Diseased_sample
S28,AGER,15.0137,8180.05395,Diseased_sample
S28,TP53,4.09301,1.15372,Diseased_sample
S28,Abeta40,10.75689,283.69824,Diseased_sample
S28,pTau217,3.54798,0.48993,Diseased_sample
S28,GFAP,5.78669,54.69039,Diseased_sample
S28,GLRX,7.73905,413.65425,Diseased_sample
S28,WWOX,2.47707,7.61961,Diseased_sample
S28,RTN4R,4.95281,701.05051,Diseased_sample
S28,Abeta42,6.81606,124.6921,Diseased_sample
S28,NGF,1.65388,2.07368,Diseased_sample
S28,NLGN1,0.76911,18.96173,Diseased_sample
S28,NPTX2,10.16154,17361.15786,Diseased_sample
S28,MOG,10.34323,87.70163,Diseased_sample
S29,VSNL1,3.18467,26.55662,Healthy_pool
S29,OMG,6.43416,115.7197,Healthy_pool
S29,STX1B,5.32355,226.1414,Healthy_pool
S29,NPTXR,11.74718,1628.5565,Healthy_pool
S29,SYT1,3.47516,14.66135,Healthy_pool
S29,ENO2,9.47914,8067.4882,Healthy_pool
S29,Inc Ctrl,-0.09468,,Healthy_pool
S29,TREM1,14.38604,286.5622,Healthy_pool
S29,S100B,0.815,3.00261,Healthy_pool
S29,DDAH1,6.60094,546.99458,Healthy_pool
S29,KLK8,9.53214,1982.26045,Healthy_pool
S29,FOXO3,2.94756,31.13867,Healthy_pool
S29,DDC,11.01846,1646.17388,Healthy_pool
S29,ITGAM,10.03999,8729.92731,Healthy_pool
S29,MMP10,11.58892,282.05113,Healthy_pool
S29,SNCAIP,1.64073,2.03578,Healthy_pool
S29,TREM2,15.12011,17092.11219,Healthy_pool
S29,Det Ctrl,0.05035,,Healthy_pool
S29,ITGB2,11.18287,50944.91652,Healthy_pool
S29,SMOC1,5.16209,1194.94133,Healthy_pool
S29,BACE1,6.20641,494.91926,Healthy_pool
S29,SCG2,6.61814,1866.00677,Healthy_pool
S29,BMP7,4.9158,2272.10039,Healthy_pool
S29,NPTX1,8.10534,7475.08159,Healthy_pool
S29,HLA-DRA,3.13404,580.45002,Healthy_pool
S29,EIF2AK2,8.01596,25681.15422,Healthy_pool
S29,LRRK2,0.90826,722.46089,Healthy_pool
S29,Ext Ctrl,0,,Healthy_pool
S29,SDC4,7.00448,5679.22863,Healthy_pool
S29,NEFL,3.40835,346.96768,Healthy_pool
S29,GDNF,1.95103,0.08391,Healthy_pool
S29,CLSTN3,3.80035,409.24106,Healthy_pool
S29,AGER,13.30592,2314.77989,Healthy_pool
S29,TP53,2.41961,0.30936,Healthy_pool
S29,Abeta40,-0.88796,,Healthy_pool
S29,pTau217,1.16583,0.05365,Healthy_pool
S29,GFAP,3.95747,13.62812,Healthy_pool
S29,GLRX,8.15607,544.16059,Healthy_pool
S29,WWOX,-0.10058,,Healthy_pool
S29,RTN4R,4.27424,466.39352,Healthy_pool
S29,Abeta42,2.05459,10.81965,Healthy_pool
S29,NGF,-0.38533,,Healthy_pool
S29,NLGN1,4.21167,738.34161,Healthy_pool
S29,NPTX2,9.19886,9234.78288,Healthy_pool
S29,MOG,9.28325,44.15682,Healthy_pool
S30,VSNL1,3.44778,32.36203,Healthy_sample
S30,OMG,6.12267,97.09105,Healthy_sample
S30,STX1B,4.46578,126.70542,Healthy_sample
S30,NPTXR,11.35973,1237.8153,Healthy_sample
S30,SYT1,3.69897,17.18912,Healthy_sample
S30,ENO2,8.8782,5491.52616,Healthy_sample
S30,Inc Ctrl,-0.12464,,Healthy_sample
S30,TREM1,14.7037,362.62802,Healthy_sample
S30,S100B,1.7255,10.50558,Healthy_sample
S30,DDAH1,7.58513,990.59523,Healthy_sample
S30,KLK8,10.14178,3014.30312,Healthy_sample
S30,FOXO3,3.54882,49.24183,Healthy_sample
S30,DDC,11.49167,2208.34509,Healthy_sample
S30,ITGAM,9.6776,6632.88789,Healthy_sample
S30,MMP10,11.99088,369.72673,Healthy_sample
S30,SNCAIP,0.84738,0.60103,Healthy_sample
S30,TREM2,15.60655,23999.26108,Healthy_sample
S30,Det Ctrl,0.04179,,Healthy_sample
S30,ITGB2,10.16331,26919.60277,Healthy_sample
S30,SMOC1,6.33519,2222.86164,Healthy_sample
S30,BACE1,5.46359,305.44639,Healthy_sample
S30,SCG2,6.94216,2282.72706,Healthy_sample
S30,BMP7,4.78359,2085.38193,Healthy_sample
S30,NPTX1,7.86693,6479.6399,Healthy_sample
S30,HLA-DRA,1.92846,201.94191,Healthy_sample
S30,EIF2AK2,8.46719,33545.26851,Healthy_sample
S30,LRRK2,0.69446,602.07086,Healthy_sample
S30,Ext Ctrl,0,,Healthy_sample
S30,SDC4,7.02877,5769.60338,Healthy_sample
S30,NEFL,3.67099,419.7177,Healthy_sample
S30,GDNF,1.28197,0.02726,Healthy_sample
S30,CLSTN3,3.61947,367.77681,Healthy_sample
S30,AGER,13.10003,2001.57226,Healthy_sample
S30,TP53,1.95799,0.20185,Healthy_sample
S30,Abeta40,2.28001,3.30521,Healthy_sample
S30,pTau217,2.72885,0.25174,Healthy_sample
S30,GFAP,3.79184,11.8524,Healthy_sample
S30,GLRX,8.60974,739.95795,Healthy_sample
S30,WWOX,0.06806,0.03011,Healthy_sample
S30,RTN4R,3.18203,233.41117,Healthy_sample
S30,Abeta42,2.25274,12.43935,Healthy_sample
S30,NGF,0.03891,,Healthy_sample
S30,NLGN1,0.16606,3.02377,Healthy_sample
S30,NPTX2,8.79079,7109.65639,Healthy_sample
S30,MOG,9.27123,43.81896,Healthy_sample
S31,VSNL1,,,Diseased_sample
S31,OMG,,,Diseased_sample
S31,STX1B,,,Diseased_sample
S31,NPTXR,,,Diseased_sample
S31,SYT1,,,Diseased_sample
S31,ENO2,,,Diseased_sample
S31,Inc Ctrl,,,Diseased_sample
S31,TREM1,,,Diseased_sample
S31,S100B,,,Diseased_sample
S31,DDAH1,,,Diseased_sample
S31,KLK8,,,Diseased_sample
S31,FOXO3,,,Diseased_sample
S31,DDC,,,Diseased_sample
S31,ITGAM,,,Diseased_sample
S31,MMP10,,,Diseased_sample
S31,SNCAIP,,,Diseased_sample
S31,TREM2,,,Diseased_sample
S31,Det Ctrl,,,Diseased_sample
S31,ITGB2,,,Diseased_sample
S31,SMOC1,,,Diseased_sample
S31,BACE1,,,Diseased_sample
S31,SCG2,,,Diseased_sample
S31,BMP7,,,Diseased_sample
S31,NPTX1,,,Diseased_sample
S31,HLA-DRA,,,Diseased_sample
S31,EIF2AK2,,,Diseased_sample
S31,LRRK2,,,Diseased_sample
S31,Ext Ctrl,,,Diseased_sample
S31,SDC4,,,Diseased_sample
S31,NEFL,,,Diseased_sample
S31,GDNF,,,Diseased_sample
S31,CLSTN3,,,Diseased_sample
S31,AGER,,,Diseased_sample
S31,TP53,,,Diseased_sample
S31,Abeta40,,,Diseased_sample
S31,pTau217,,,Diseased_sample
S31,GFAP,,,Diseased_sample
S31,GLRX,,,Diseased_sample
S31,WWOX,,,Diseased_sample
S31,RTN4R,,,Diseased_sample
S31,Abeta42,,,Diseased_sample
S31,NGF,,,Diseased_sample
S31,NLGN1,,,Diseased_sample
S31,NPTX2,,,Diseased_sample
S31,MOG,,,Diseased_sample
S32,VSNL1,,,Diseased_sample
S32,OMG,,,Diseased_sample
S32,STX1B,,,Diseased_sample
S32,NPTXR,,,Diseased_sample
S32,SYT1,,,Diseased_sample
S32,ENO2,,,Diseased_sample
S32,Inc Ctrl,,,Diseased_sample
S32,TREM1,,,Diseased_sample
S32,S100B,,,Diseased_sample
S32,DDAH1,,,Diseased_sample
S32,KLK8,,,Diseased_sample
S32,FOXO3,,,Diseased_sample
S32,DDC,,,Diseased_sample
S32,ITGAM,,,Diseased_sample
S32,MMP10,,,Diseased_sample
S32,SNCAIP,,,Diseased_sample
S32,TREM2,,,Diseased_sample
S32,Det Ctrl,,,Diseased_sample
S32,ITGB2,,,Diseased_sample
S32,SMOC1,,,Diseased_sample
S32,BACE1,,,Diseased_sample
S32,SCG2,,,Diseased_sample
S32,BMP7,,,Diseased_sample
S32,NPTX1,,,Diseased_sample
S32,HLA-DRA,,,Diseased_sample
S32,EIF2AK2,,,Diseased_sample
S32,LRRK2,,,Diseased_sample
S32,Ext Ctrl,,,Diseased_sample
S32,SDC4,,,Diseased_sample
S32,NEFL,,,Diseased_sample
S32,GDNF,,,Diseased_sample
S32,CLSTN3,,,Diseased_sample
S32,AGER,,,Diseased_sample
S32,TP53,,,Diseased_sample
S32,Abeta40,,,Diseased_sample
S32,pTau217,,,Diseased_sample
S32,GFAP,,,Diseased_sample
S32,GLRX,,,Diseased_sample
S32,WWOX,,,Diseased_sample
S32,RTN4R,,,Diseased_sample
S32,Abeta42,,,Diseased_sample
S32,NGF,,,Diseased_sample
S32,NLGN1,,,Diseased_sample
S32,NPTX2,,,Diseased_sample
S32,MOG,,,Diseased_sample
S33,VSNL1,3.80341,42.03629,Diseased_sample
S33,OMG,6.27918,106.07392,Diseased_sample
S33,STX1B,5.59137,268.75389,Diseased_sample
S33,NPTXR,11.65131,1520.86475,Diseased_sample
S33,SYT1,4.01161,21.30125,Diseased_sample
S33,ENO2,12.97445,105966.3596,Diseased_sample
S33,Inc Ctrl,0.01361,,Diseased_sample
S33,TREM1,14.91485,424.72633,Diseased_sample
S33,S100B,1.17904,5.29974,Diseased_sample
S33,DDAH1,7.03848,712.71106,Diseased_sample
S33,KLK8,9.22397,1614.44212,Diseased_sample
S33,FOXO3,4.20481,77.98477,Diseased_sample
S33,DDC,11.10213,1733.5293,Diseased_sample
S33,ITGAM,9.63589,6430.57673,Diseased_sample
S33,MMP10,11.27247,228.27006,Diseased_sample
S33,SNCAIP,0.99429,0.78894,Diseased_sample
S33,TREM2,15.38746,20579.68187,Diseased_sample
S33,Det Ctrl,-0.02896,,Diseased_sample
S33,ITGB2,10.75639,38918.01043,Diseased_sample
S33,SMOC1,6.95122,3078.04053,Diseased_sample
S33,BACE1,5.6428,343.66848,Diseased_sample
S33,SCG2,7.96946,4396.93908,Diseased_sample
S33,BMP7,6.21236,5089.78019,Diseased_sample
S33,NPTX1,9.22653,14859.51354,Diseased_sample
S33,HLA-DRA,2.97023,507.69181,Diseased_sample
S33,EIF2AK2,9.62094,68242.90122,Diseased_sample
S33,LRRK2,0.23138,392.21385,Diseased_sample
S33,Ext Ctrl,0,,Diseased_sample
S33,SDC4,7.77433,9382.40362,Diseased_sample
S33,NEFL,4.64692,807.31268,Diseased_sample
S33,GDNF,2.55014,0.17537,Diseased_sample
S33,CLSTN3,7.27237,2841.24782,Diseased_sample
S33,AGER,13.41313,2498.0789,Diseased_sample
S33,TP53,4.50254,1.5394,Diseased_sample
S33,Abeta40,8.72322,118.04743,Diseased_sample
S33,pTau217,2.92192,0.29626,Diseased_sample
S33,GFAP,4.79531,26.5287,Diseased_sample
S33,GLRX,8.24514,577.53609,Diseased_sample
S33,WWOX,3.14207,13.72791,Diseased_sample
S33,RTN4R,5.2698,846.58057,Diseased_sample
S33,Abeta42,4.05823,35.66477,Diseased_sample
S33,NGF,1.35801,1.43883,Diseased_sample
S33,NLGN1,5.07293,1336.45801,Diseased_sample
S33,NPTX2,9.82263,13862.6016,Diseased_sample
S33,MOG,9.534,51.85542,Diseased_sample
S34,VSNL1,2.97132,22.55404,Healthy_sample
S34,OMG,5.88961,84.99983,Healthy_sample
S34,STX1B,3.33711,54.05554,Healthy_sample
S34,NPTXR,12.21455,2285.76858,Healthy_sample
S34,SYT1,2.91625,9.6094,Healthy_sample
S34,ENO2,8.43788,4165.65777,Healthy_sample
S34,Inc Ctrl,-0.13862,,Healthy_sample
S34,TREM1,13.96982,211.3499,Healthy_sample
S34,S100B,1.54028,8.46998,Healthy_sample
S34,DDAH1,5.4574,270.05287,Healthy_sample
S34,KLK8,9.26094,1654.35155,Healthy_sample
S34,FOXO3,1.19115,5.21863,Healthy_sample
S34,DDC,10.70105,1354.03655,Healthy_sample
S34,ITGAM,9.97407,8297.82044,Healthy_sample
S34,MMP10,11.34375,239.38463,Healthy_sample
S34,SNCAIP,-1.09167,,Healthy_sample
S34,TREM2,15.8227,27969.62375,Healthy_sample
S34,Det Ctrl,0.00968,,Healthy_sample
S34,ITGB2,12.26114,102649.6703,Healthy_sample
S34,SMOC1,3.38382,444.35873,Healthy_sample
S34,BACE1,6.06033,450.62695,Healthy_sample
S34,SCG2,6.1107,1363.35771,Healthy_sample
S34,BMP7,4.04181,1264.80751,Healthy_sample
S34,NPTX1,8.34979,8662.29589,Healthy_sample
S34,HLA-DRA,4.13518,1258.33578,Healthy_sample
S34,EIF2AK2,1.67894,308.64936,Healthy_sample
S34,LRRK2,-1.32865,42.97272,Healthy_sample
S34,Ext Ctrl,0,,Healthy_sample
S34,SDC4,4.34383,965.23633,Healthy_sample
S34,NEFL,3.03128,260.2988,Healthy_sample
S34,GDNF,0.83359,0.0068,Healthy_sample
S34,CLSTN3,4.31562,551.29598,Healthy_sample
S34,AGER,13.55942,2773.43918,Healthy_sample
S34,TP53,2.58466,0.35719,Healthy_sample
S34,Abeta40,0.21438,0.03669,Healthy_sample
S34,pTau217,0.97251,0.04228,Healthy_sample
S34,GFAP,2.86495,5.07429,Healthy_sample
S34,GLRX,4.26068,45.97141,Healthy_sample
S34,WWOX,-0.17511,,Healthy_sample
S34,RTN4R,4.34476,486.79917,Healthy_sample
S34,Abeta42,2.56792,15.33251,Healthy_sample
S34,NGF,-1.45885,,Healthy_sample
S34,NLGN1,0.98026,28.21039,Healthy_sample
S34,NPTX2,7.71767,3604.51299,Healthy_sample
S34,MOG,8.55593,27.83249,Healthy_sample
S35,VSNL1,4.78299,84.24905,Diseased_sample
S35,OMG,6.74779,137.79568,Diseased_sample
S35,STX1B,4.69373,148.46085,Diseased_sample
S35,NPTXR,12.20069,2262.58123,Diseased_sample
S35,SYT1,4.64572,32.19161,Diseased_sample
S35,ENO2,9.75165,9638.55463,Diseased_sample
S35,Inc Ctrl,-0.09448,,Diseased_sample
S35,TREM1,15.68036,762.16374,Diseased_sample
S35,S100B,1.14869,5.07645,Diseased_sample
S35,DDAH1,6.53032,524.02638,Diseased_sample
S35,KLK8,9.76824,2326.39824,Diseased_sample
S35,FOXO3,4.55965,98.77116,Diseased_sample
S35,DDC,11.49018,2206.29864,Diseased_sample
S35,ITGAM,9.80894,7318.48353,Diseased_sample
S35,MMP10,12.50488,524.52026,Diseased_sample
S35,SNCAIP,4.18831,20.78106,Diseased_sample
S35,TREM2,16.89167,61050.64233,Diseased_sample
S35,Det Ctrl,0.12302,,Diseased_sample
S35,ITGB2,10.65042,36420.34681,Diseased_sample
S35,SMOC1,8.10901,5744.69712,Diseased_sample
S35,BACE1,5.80712,382.56438,Diseased_sample
S35,SCG2,8.67625,7083.10221,Diseased_sample
S35,BMP7,6.64695,6612.22025,Diseased_sample
S35,NPTX1,8.35171,8672.37213,Diseased_sample
S35,HLA-DRA,3.53309,796.81132,Diseased_sample
S35,EIF2AK2,6.86614,13150.91473,Diseased_sample
S35,LRRK2,-0.03478,298.44808,Diseased_sample
S35,Ext Ctrl,0,,Diseased_sample
S35,SDC4,5.23189,1775.43294,Diseased_sample
S35,NEFL,7.45612,4122.35155,Diseased_sample
S35,GDNF,2.75723,0.21943,Diseased_sample
S35,CLSTN3,4.1145,491.25948,Diseased_sample
S35,AGER,13.66227,2986.23819,Diseased_sample
S35,TP53,4.64002,1.69257,Diseased_sample
S35,Abeta40,10.80445,289.56322,Diseased_sample
S35,pTau217,3.32002,0.40956,Diseased_sample
S35,GFAP,5.95079,61.33674,Diseased_sample
S35,GLRX,8.2455,577.67413,Diseased_sample
S35,WWOX,1.47908,2.52381,Diseased_sample
S35,RTN4R,5.02755,732.95567,Diseased_sample
S35,Abeta42,6.86605,127.31929,Diseased_sample
S35,NGF,1.97535,2.9465,Diseased_sample
S35,NLGN1,0.86504,22.89566,Diseased_sample
S35,NPTX2,10.10106,16673.36593,Diseased_sample
S35,MOG,10.02031,71.01584,Diseased_sample
S36,VSNL1,3.39078,31.01532,Healthy_sample
S36,OMG,6.28565,106.46136,Healthy_sample
S36,STX1B,4.02744,92.37466,Healthy_sample
S36,NPTXR,11.74068,1620.99237,Healthy_sample
S36,SYT1,3.51511,15.08915,Healthy_sample
S36,ENO2,9.87418,10449.91216,Healthy_sample
S36,Inc Ctrl,-0.095,,Healthy_sample
S36,TREM1,14.85503,406.07018,Healthy_sample
S36,S100B,1.51476,8.21279,Healthy_sample
S36,DDAH1,8.14253,1386.46001,Healthy_sample
S36,KLK8,10.00908,2746.90621,Healthy_sample
S36,FOXO3,4.20357,77.91902,Healthy_sample
S36,DDC,10.66835,1327.14078,Healthy_sample
S36,ITGAM,10.51293,12714.86307,Healthy_sample
S36,MMP10,11.91537,351.33498,Healthy_sample
S36,SNCAIP,0.53272,0.29274,Healthy_sample
S36,TREM2,14.15151,8858.64361,Healthy_sample
S36,Det Ctrl,0.09503,,Healthy_sample
S36,ITGB2,11.20441,51647.69634,Healthy_sample
S36,SMOC1,5.62741,1530.20625,Healthy_sample
S36,BACE1,6.31453,530.32486,Healthy_sample
S36,SCG2,7.08062,2489.38471,Healthy_sample
S36,BMP7,5.38951,3069.82518,Healthy_sample
S36,NPTX1,8.078,7353.32235,Healthy_sample
S36,HLA-DRA,1.90014,196.52903,Healthy_sample
