RIC_Olink_1,RIC_Olink_2,RIC_Olink_3
0.2375,1.04987,0.28712
-1.04413,-1.02962,0.11426
-1.16113,,-2.52005
0.71621,1.11081,0.32637
0.02401,1.21729,0.33177
0,0,0
0.56174,1.5328,0.77766
0.00928,0.92068,0.01144
0.04841,,0.83623
0.98872,1.30595,0.65814
0.92438,1.96654,0.94527
-0.22296,0.28498,0.4078
,1.16183,0.84714
0.42629,1.15163,0.44044
0.13373,,0.20641
0.32283,0.23559,0.41658
-0.33265,-0.43078,-0.34274
-0.59116,-1.24802,-0.99481
,1.8938,
-0.71397,,-0.50109
-0.16106,0.61775,0.02756
0.23048,-0.06894,0.48734
0.25865,1.28812,0.51895
5.69559,5.41196,5.6717
8.29882,7.92459,8.41976
8.75681,8.58814,8.83844
9.29166,9.20326,9.34442
7.09344,6.96082,7.17697
9.43889,9.16934,9.32785
-0.12427,-0.07944,-0.03919
9.24003,9.04643,9.06662
8.12424,7.9144,8.16999
8.56746,8.35676,8.56746
6.68164,6.44592,6.5836
8.33947,8.1745,8.31821
6.83384,6.60357,6.84761
5.8412,5.68356,5.8412
9.04274,8.99556,9.11827
9.33963,9.13236,9.33963
8.98756,8.86974,9.09194
0.03114,0,-0.00358
6.15695,5.96385,6.18475
6.39885,6.03496,6.44288
6.053,5.78473,6.02569
4.46312,4.40923,4.46312
7.49228,7.27105,7.54097
5.28269,5.09712,5.28269
8.514,,8.514
7.63618,7.63618,7.63618
6.21591,6.06079,6.24627
0,0,0
7.54165,7.54525,7.54525
10.05351,9.95763,10.05351
9.48378,,9.5083
4.34641,4.40647,4.43387
9.75193,9.48682,9.63963
8.5712,8.37105,8.47051
,8.53175,8.74205
11.26815,11.054,11.33308
10.3346,,10.3346
8.01692,7.67394,7.97568
6.31588,6.12437,6.36882
5.87273,5.73589,5.8751
,9.71944,
4.393,,4.35953
8.45728,8.21033,8.4356
6.87222,6.69814,6.85854
6.26468,6.12593,6.39429
5.74309,5.74309,5.81845
8.41976,8.41976,8.4604
8.83844,8.83844,8.8412
9.42129,9.42129,9.44304
7.2193,7.2793,7.22495
9.49089,9.49089,9.49756
0,0,0.05412
9.17786,9.24003,9.29557
8.1728,8.1728,8.33137
8.53411,8.56746,8.63187
6.67564,6.68164,6.68195
8.36061,8.40521,8.39001
6.73314,6.83384,6.83384
5.79297,5.8412,5.88333
9.13934,9.13934,9.14788
9.31798,9.33963,9.41777
9.08724,9.08724,9.08724
0,0.02529,0.08895
6.18475,6.18475,6.29621
6.44288,6.44288,6.59085
6.00021,6.053,6.0644
4.415,4.54767,4.56452
7.52187,7.52187,7.42008
5.26826,5.28469,5.32318
8.4484,,8.65355
7.46579,7.56977,7.85115
6.24627,6.24627,6.6321
0,0,0
7.54525,7.54279,7.4895
9.95628,10.05351,10.19716
9.52206,,9.52472
4.26655,4.34641,4.34641
9.70277,9.75193,9.78552
8.53069,8.5712,8.57509
,8.81749,8.94268
11.33308,11.33308,11.40076
10.2589,,10.3788
7.91249,8.01692,8.01867
6.38938,6.38938,6.47385
5.78659,5.87273,5.87273
,10.20167,
4.42893,,4.42893
8.45113,8.45728,8.54718
6.87953,6.87953,7.0405
6.39429,6.39429,6.62073
6.00566,5.82605,5.74309
8.60337,8.44878,8.3677
9.13717,9.19473,8.83304
9.56134,9.50028,9.42129
7.24401,7.2193,7.2193
9.79158,9.63757,9.49089
0.01342,0.0668,0
9.51133,9.31479,9.24003
8.41737,8.30651,8.1728
8.81042,8.63345,8.4205
6.86024,6.71014,6.68164
8.51927,8.36061,8.36061
7.06602,6.84547,6.81944
5.936,5.88328,5.8113
9.28015,9.34253,9.13934
9.45767,9.39695,9.32852
9.3018,9.1954,9.00024
-0.0549,-0.00595,0
6.47117,6.22435,6.13257
6.73782,6.60813,6.34968
6.20459,6.14662,6.053
4.70533,4.46312,4.45281
7.67242,7.55496,7.52187
5.5296,5.28269,5.26408
8.61152,,8.51358
7.65732,7.90833,7.60976
6.27508,6.40729,6.22142
0,0,0
7.70032,7.69084,7.55704
10.15561,10.22252,10.05237
9.60578,,9.52206
4.47377,4.0486,4.31639
10.04068,9.81047,9.75193
8.80369,8.64432,8.5712
,8.94812,8.81749
11.55552,11.38751,11.30148
10.62983,,10.30022
8.16944,8.03389,8.01692
6.57459,6.43876,6.38938
6.20091,5.89236,5.8209
,10.13302,
4.75223,,4.45525
8.52905,8.69643,8.45728
7.09182,7.10927,6.87953
6.70666,6.54975,6.31791
